购买车型,购买地点,购买时间,购买裸车价（万元）,空间,动力,操控,能耗,舒适性,外观,内饰,性价比,购车目的1,购车目的2,购车目的3,购车目的4,汽车类型,最满意的一点,最不满意的一点
2014款 1.5T 旗舰型,上海,2014年5月,14.0,3,5,4,5,5,5,3,5,上下班,购物,接送小孩,自驾游,DM,加速确实很快,过弯侧倾很厉害
2014款 1.5T 酷黑骑士旗舰型,济南,2014年10月,15.0,5,5,5,5,5,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,14.88,4,4,4,4,4,4,4,4,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,南京,2014年9月,13.5,5,5,5,5,5,5,4,5,上下班,自驾游,,,DM,动力十足，经济用车,前后门关门声音不同，一个厚重，一个给人很轻的感觉。
2014款 1.5T 旗舰型,上海,2014年8月,16.0,4,5,4,3,4,4,3,5,上下班,购物,接送小孩,,DM,纯电行驶很安静，没有顿挫感，舒畅，动力也很足。,混动行驶的时候有时换挡顿挫挺厉害的，还有一点就是，有时混动行驶，踩了刹车车子会往前窜，不知道什么原因。
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,15.5,4,5,4,5,3,4,3,5,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 旗舰型,深圳,2014年1月,14.0,4,5,4,4,4,4,3,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年10月,14.33,4,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,安静，省心省油更省钱提车时加的油到现在2000多了没有加油。外观漂亮，大方。,运动时，动力特大，声音也大，但是可以接受。
2014款 1.5T 酷黑骑士旗舰型,西安,2014年11月,14.33,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,泡妞,DM,外观醒目，大方漂亮,大灯卤素光源，照射位置偏低
2014款 1.5T 旗舰型,上海,2014年6月,20.98,5,5,5,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年11月,13.5,3,5,5,4,4,4,3,5,上下班,购物,接送小孩,,DM,动力很足，超越其他车很easy,空间太小
2014款 1.5T 酷黑骑士旗舰型,杭州,2014年11月,20.98,3,5,5,5,3,5,5,5,上下班,接送小孩,,,DM,动力与油耗,空间与隔音
2014款 1.5T 旗舰型,深圳,2014年4月,14.3,4,5,4,4,4,5,2,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年6月,14.5,4,5,5,4,3,4,4,5,购物,自驾游,跑长途,泡妞,DM,加速性,没有自动泊车，其实对厂家来说是举手之劳
2014款 1.5T 旗舰型,郴州,2014年5月,14.33,4,5,5,5,5,4,4,5,自驾游,跑长途,,,DM,提速超爽，配置超50万的豪华车,车大灯不是很亮
2014款 1.5T 酷黑骑士旗舰型,苏州,2014年11月,14.7,4,5,4,4,5,5,5,5,上下班,购物,接送小孩,跑长途,DM,动力充沛，人性化的东西很多，实用配置多到让你眼花缭乱，座椅通风和加热，还有舒适进入，一键启动，内后视镜自动防炫目，外后视镜加热，让你雨雪天气无需担心！~,中控板上面要改成软质材料就最棒了！~
2014款 1.5T 旗舰型,深圳,2014年1月,13.98,3,5,3,4,3,3,3,2,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年4月,14.3,4,5,5,5,5,5,5,5,上下班,购物,,,DM,纯电不烧油，无噪音，平顺性极好，驾驶质感超好，混动提速猛，超过了很多所谓的跑车，让人上瘾。,14万多能买到这样的车，如果还不满意，那就是人心不足蛇吞象了。
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年10月,14.0,5,5,4,4,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,造型新颖，,就是后备箱小了点，因为动力电池的原因
2014款 1.5T 旗舰型,深圳,2014年7月,13.98,4,5,5,5,5,5,5,5,上下班,,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年9月,14.43,4,5,5,5,5,5,5,5,上下班,购物,自驾游,泡妞,DM,提车第十五天就出了车祸，把公司一个高1米厚15厘米的水泥石基直接撞断，但后保险杠只裂了条10CM的裂纹，掰回去就好了。我同事都说，换成某系车，非死则残。,提车的时候，雾灯爆裂，360全车可视的前摄像头有问题，一直没修好。
2014款 1.5T 旗舰型,深圳,2014年9月,14.7,4,5,5,5,5,5,4,5,上下班,跑长途,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,西安,2014年9月,14.33,4,5,4,5,4,5,4,5,购物,接送小孩,自驾游,,DM,,
2014款 1.5T 旗舰型,深圳,2014年7月,14.5,4,5,5,5,5,4,4,5,购物,接送小孩,自驾游,赛车,DM,,
2014款 1.5T 酷黑骑士旗舰型,深圳,2014年9月,14.2,4,5,5,5,5,5,5,5,上下班,商务接送,,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年8月,14.0,5,5,5,5,5,5,4,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,重庆,2014年3月,15.0,3,5,4,5,4,5,4,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,苏州,2014年7月,16.8,4,5,4,5,4,4,5,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 旗舰型,上海,2014年7月,15.0,3,5,4,5,4,5,4,4,上下班,购物,自驾游,,DM,,
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,14.6,3,5,4,5,5,4,4,5,上下班,购物,自驾游,,DM,省油、经济、实用,后备箱小了，要是掀背车就好了
2014款 1.5T 旗舰型,邢台,2014年1月,15.0,4,5,5,5,5,5,4,4,上下班,自驾游,跑长途,泡妞,DM,,
2014款 1.5T 旗舰型,上海,2014年8月,15.0,3,5,5,5,5,4,5,5,上下班,购物,接送小孩,,DM,,
2014款 1.5T 尊贵型,深圳,2014年9月,14.0,2,4,4,5,3,4,2,3,上下班,购物,自驾游,,DM,动力挺不错的,内饰太差，硬塑料太多了，给人一种廉价感
2014款 1.5T 旗舰型,长沙,2014年1月,15.8,3,5,4,5,5,4,4,5,上下班,,,,DM,   …………5.9的百公里加速度…………超车毫无压力……想怎么超车就怎么超车,………………车门不够厚重……关门的声音非常非常掉价……这个问题其实厂家很容易解决的～希望可以改进
2014款 1.5T 酷黑骑士旗舰型,上海,2014年9月,14.65,4,5,3,5,4,4,4,5,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年7月,14.33,4,5,5,5,5,4,4,5,上下班,购物,自驾游,,DM,省油,后排没有空调出风口
2014款 1.5T 酷黑骑士旗舰型,石家庄,2014年2月,13.98,4,5,5,5,5,5,4,4,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,14.3,3,5,3,5,3,3,3,4,上下班,,,,DM,,
2014款 1.5T 旗舰型,西安,2014年8月,14.33,4,5,5,3,4,5,3,4,购物,接送小孩,自驾游,跑长途,DM,油耗低 动力强 纯电模式 几乎没声音,续航能力不足 后备箱小的可怜 内饰硬塑料 没有疝气大灯 大灯转向和自动雨刮功能
2014款 1.5T 旗舰型,临沂,2014年1月,16.0,5,5,5,5,5,3,5,5,上下班,接送小孩,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,新余,2014年6月,14.4,3,3,3,1,3,4,4,2,上下班,,,,DM,用电时安静，提速快！,厂家用电里程和油耗1.6完全是虚标的，没有实际意义，技术不成熟，故障频发，而且只能省级以上城市才能处理。
2014款 1.5T 旗舰型,上海,2014年8月,14.6,4,5,4,5,4,4,4,5,上下班,购物,自驾游,,DM,动力强劲，5.9秒加速不是盖的，纯电真的很安静。,电量低于5%以下，动力下降太多，噪声大振动大
2014款 1.5T 旗舰型,上海,2014年8月,14.65,4,5,4,5,5,4,5,5,上下班,购物,接送小孩,,DM,,
2014款 1.5T 旗舰型,深圳,2014年1月,13.98,4,5,4,5,5,5,4,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,上海,2014年8月,14.65,4,5,5,5,5,5,4,5,上下班,接送小孩,,,DM,超强的动力，超低的油耗，低廉的养车成本免费沪牌！,产品质量不够稳定，提车第二天就不能切换EV，检查下来电机总成要换，郁闷阿！
2014款 1.5T 旗舰型,长沙,2014年3月,14.0,4,4,3,4,1,3,2,1,自驾游,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年1月,13.98,4,5,5,5,5,5,5,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,上海,2014年4月,20.98,4,5,5,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,新能源车 国家+上海都有补贴，还有免费沪牌。支持新能源,空间还有待提升，4S技术还要培训
2014款 1.5T 旗舰型,郑州,2014年6月,17.7,3,5,5,5,3,5,2,4,上下班,,,,DM,,
2014款 1.5T 旗舰型,北京,2013年12月,16.0,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,深圳,2013年12月,13.98,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,16.0,4,5,3,5,4,5,5,5,上下班,,,,DM,一点不够说二点吧，1、纯电行驶爽，还不烧油。2、动力不是一般的车能比的，想超就超。,操控的跑感不好
2014款 1.5T 旗舰型,承德,2014年7月,12.34,5,5,5,4,4,5,5,4,上下班,,,,DM,,
2014款 1.5T 旗舰型,上海,2014年4月,14.23,4,5,4,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,金华,2014年4月,17.63,4,5,4,5,4,5,3,3,上下班,购物,自驾游,,DM,动力十足超车无压力，纯电运行平顺无噪音，科技配置高360°影像最适合我这种新手,质量不稳定，提车两个礼拜就因为低压蓄电池亏电趴窝一次动力电池居然不会提前给补充电，之后仪表电量显示混乱，来回4S店折腾几次好不容易修好又出现充电集成器故障无法充电，对比亚迪的质量保证表示极大的怀疑，不知道能开几年.
2014款 1.5T 旗舰型,西安,2014年7月,14.33,4,5,5,5,5,5,4,5,上下班,自驾游,跑长途,,DM,油电混合动力强劲，后期费用低，纯电行驶无噪音。配置高，与合资车30w相当,新车第三天发现充电故障，打4s电话后告知要到4s店处理，感觉新车维修不方便。
2014款 1.5T 旗舰型,上海,2014年3月,15.0,4,5,5,5,5,5,5,5,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,深圳,2014年6月,14.4,4,5,2,5,4,4,4,5,上下班,,,,DM,动力！！！我看中这辆车就是动力！！！不解释 谁开谁知道,方向啊亲，，，这尼玛就是个玩具方向盘啊，，，因为开过车很多，可能是我对这个要求过高了，其实代步开开还是可以的了，，，做工确实有待提高，有一些难缠的小异响，不过无伤大雅
2014款 1.5T 旗舰型,深圳,2014年2月,16.18,4,5,4,4,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,动力是真正的随叫随到， 配置超强 油耗对于这个动力来说 超低。,轻微异响，后面板共振。高速130以上风噪较大，大灯不是氙气灯，后悬挂不是独立的。
2014款 1.5T 旗舰型,深圳,2014年1月,13.98,4,5,5,5,5,5,5,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,南京,2014年5月,14.33,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,泡妞,DM,动力特别强比朋友的高尔夫r都强基本秒杀绝大部分的车子,不是前置后驱独立悬挂悬挂特别软要是能硬点就好了最好
2014款 1.5T 旗舰型,上海,2014年5月,14.4,5,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,提速，油耗，高科技！！,乏电时操控瞬间变渣渣。。。
2014款 1.5T 旗舰型,上海,2014年7月,14.65,4,5,5,5,4,4,3,4,上下班,接送小孩,自驾游,泡妞,DM,省油！太省了！如果每天充电方便，真正做到了零油耗！纯电很安静很安静！开着也舒服，提速也很快！外观好看，整体都比较满意！,声音有点大 特别是混合起步的时候还有瞬间提速的时候。
2014款 1.5T 旗舰型,上海,2014年7月,14.66,3,5,4,4,4,4,4,5,上下班,购物,,,DM,,
2014款 1.5T 旗舰型,揭阳,2014年3月,14.33,4,4,3,4,3,2,2,1,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,济南,2014年6月,14.35,4,5,5,5,5,5,4,5,上下班,,,,DM,油电两用，用电的时候，提速快，一般红绿灯表现相当出众啊。别人还没启动，咱就窜出去了。,新车上市，小白鼠啊小白鼠。希望10月份全面系统升级的时候厂家别忘了我们这些小白鼠。是我们牺牲时间、力战车黑、保卫比亚迪的，就算偷偷地修车去，也往往不说比亚迪的负面话。
2014款 1.5T 旗舰型,衡阳,2014年4月,20.98,4,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,跑长途,DM,综合油耗低,尾箱比较小
2014款 1.5T 旗舰型,上海,2014年6月,14.48,4,4,4,5,4,4,4,5,上下班,自驾游,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,14.33,4,5,5,5,4,4,3,5,上下班,购物,自驾游,拉货,DM,纯电零油耗，充电的时候各种被围观。,1、对内饰做工不满意2、副驾驶没有电动调节3、收音机信号不好（别的车很清晰的电台我的车相同位置就是不清晰）4、后挡玻璃刹车灯这里设计缺陷容易东西掉进去取不出来，要拆掉玻璃。
2014款 1.5T 旗舰型,贵阳,2014年5月,13.9,4,5,3,5,5,4,4,5,上下班,购物,接送小孩,自驾游,DM,1、中国版“特斯拉” 2、全车配置非常高，功能实用且丰富，中文按键通俗易懂适合咱国人 3、家用电压充电方便，市区纯电很安静且环保又省钱超省钱，动力超强随叫随到。,1、硬塑料内饰，后备箱略小、做工待加强        2、扬声器多，音质也不错，但是低音有共振   3、市场占有率低，车子保养、维修困难  4、暂时没有快充功能。
2014款 1.5T 旗舰型,西安,2014年6月,14.33,4,5,5,4,5,4,4,5,上下班,购物,自驾游,,DM,配置奇高，非常喜欢,目前充电场所的不完善
2014款 1.5T 旗舰型,南京,2014年5月,14.33,4,5,3,5,3,4,4,5,上下班,接送小孩,自驾游,,DM,,
2014款 1.5T 旗舰型,揭阳,2014年5月,14.35,4,5,4,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,动力和省油，超车和用纯电那是不用说了，特别是高科技360度全景那更是新手的福音，谁用谁知道爽。,就是车内共响和做工差点，但还是能接受
2014款 1.5T 旗舰型,深圳,2014年5月,14.3,3,5,4,4,3,4,3,4,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年2月,16.18,4,5,4,5,3,4,4,5,上下班,购物,接送小孩,自驾游,DM,动力充沛，不需要过深的油门即可得到强劲的提速,混动2300转共振偏大，声音过大。
2014款 1.5T 旗舰型,南京,2014年5月,14.33,4,5,5,5,5,5,4,5,上下班,购物,自驾游,,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,13.98,3,5,4,4,3,5,3,4,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,深圳,2014年1月,13.98,4,5,4,5,5,5,4,5,上下班,自驾游,,,DM,集节能、环保、强大动力、高科技配置与一身。,不满意的地方有一些，都一些细节，现在怕被恶意利用，不想说，经常向比亚迪公司提改进建议。说几条吧，（1）充电盖子因为要经常开合，建议像后备箱开启按钮一样设计一个开启按钮。（2）设计天窗一键开启功能，并加入到云服务中，下雨了可以遥控关闭天窗。（3）通信模块能够用自己的卡，车内实现WIFI。
2014款 1.5T 旗舰型,温州,2014年5月,16.0,3,5,4,5,4,5,5,3,上下班,,,,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,13.98,4,5,2,4,3,4,3,5,上下班,自驾游,跑长途,商务接送,DM,,
2014款 1.5T 旗舰型,上海,2014年3月,14.65,4,5,4,5,4,4,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,北京,2014年4月,17.65,4,5,4,5,4,4,4,4,上下班,购物,接送小孩,赛车,DM,  真省钱啊  1000公里才用了 200元油费+70元电费，等过了磨合期就用纯电了。,  超过140KM 噪音就大了很多，我打算近期做全车隔音。
2014款 1.5T 旗舰型,石家庄,2014年1月,13.98,4,5,5,5,5,5,4,4,上下班,购物,自驾游,,DM,油耗  可以不用油  提速特别快,
2014款 1.5T 旗舰型,深圳,2014年5月,14.33,4,5,4,5,5,5,3,5,接送小孩,商务接送,,,DM,动力,后备箱空间
2014款 1.5T 旗舰型,广州,2014年2月,13.98,3,5,3,5,5,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,上海,2014年4月,20.98,4,5,5,5,5,5,4,5,上下班,购物,自驾游,,DM,油耗，动力,空间 
2014款 1.5T 旗舰型,深圳,2014年3月,14.33,4,5,5,5,5,5,4,5,上下班,接送小孩,自驾游,跑长途,DM,动力油耗,做工细节
2014款 1.5T 旗舰型,上海,2014年4月,14.65,5,5,4,5,4,3,1,4,上下班,购物,接送小孩,自驾游,DM,动力很强劲，超车轻轻松松,内饰塑料感很强，做工粗糙
2014款 1.5T 旗舰型,天津,2014年3月,14.98,5,5,5,5,5,5,5,5,上下班,购物,自驾游,跑长途,DM,,
2014款 1.5T 旗舰型,深圳,2014年3月,14.33,4,5,4,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,深圳,2014年2月,13.98,4,5,5,5,5,4,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,济南,2014年3月,14.0,5,5,5,5,4,5,4,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,南京,2014年4月,14.33,5,5,5,5,5,5,5,5,上下班,接送小孩,,,DM,纯电非常静音，动力非常强大,没有日行灯
2014款 1.5T 旗舰型,洛阳,2014年2月,16.0,4,5,5,5,5,4,3,5,上下班,购物,接送小孩,自驾游,DM,,
2014款 1.5T 旗舰型,深圳,2014年1月,14.68,4,5,5,5,5,5,4,5,上下班,,,,DM,上下班保持零油耗,内饰
2014款 1.5T 旗舰型,深圳,2014年3月,13.98,4,5,5,5,4,5,2,5,上下班,购物,,,DM,油耗低经济环保，外观漂亮，磨合期还没有过没有试加速，不过应该不会差，纯电模式安静舒服驾驶感觉好，配置高，不会后悔买的一台车。,内饰用料比较差，放低重音乐时会有共振
2014款 1.5T 旗舰型,深圳,2013年12月,13.98,5,5,5,5,5,5,5,5,上下班,自驾游,跑长途,赛车,DM,,
2014款 1.5T 旗舰型,洛阳,2014年2月,16.0,5,5,5,5,5,5,5,5,上下班,购物,接送小孩,自驾游,DM,用电,做工
2014款 1.5T 旗舰型,长沙,2014年3月,13.98,4,5,5,5,5,5,5,5,自驾游,赛车,,,DM,,
2014款 1.5T 旗舰型,广州,2014年2月,13.98,3,5,3,5,4,5,4,5,上下班,购物,自驾游,,DM,纯电静谧，混动省油，运动强力，科技强大，配置逆天。,系统BUG较多，紧急提速隔音降噪不好，直线中高速跑偏
2014款 1.5T 旗舰型,成都,2014年1月,14.8,5,5,5,5,5,5,5,5,上下班,接送小孩,自驾游,,DM,纯电的安静舒适顺畅，混动在高速上的动力强劲，随心所欲。,真还没找到，目前也没什么毛病。
2017款 秦EV300 旗舰型,深圳,2017年6月,19.8,4,5,5,5,5,5,5,5,上下班,,,,EV,,
2016款 秦EV300 尊贵型,北京,2017年1月,15.68,5,4,5,5,5,5,5,4,上下班,购物,,,EV,特别满意，车子操控非常方便，用手机上的APP就可以控制车子，比如提前打开空调，天热的时候空调太舒服了，用手机APP就可以查看车辆位置，防盗很好，手机APP还可以锁车门解锁车门，简直全能，我经常忘记自己有没有锁车的，就用手机看一下有时候真的没有锁，就用手机锁上，不用专门跑一趟不要太方便，不然的话真不知道怎么办，开车也是,车子的备胎是个非全尺寸的
2016款 秦EV300 尊荣型,北京,2016年10月,17.98,5,5,4,5,4,5,5,5,上下班,购物,接送小孩,,EV,没啥最满意的，因为这车到家之后，无论是最初相中的颜值、性价比，还是后续用车之后的新能源动力表现和整体操控舒适性，都是妥妥滴满意。,我不是啥挑剔的人，加上比亚迪秦本身表现也均衡，我到目前为止是没找到啥不能接受的表现。
2016款 秦EV300 旗舰型,广州,2016年9月,29.98,4,5,5,5,4,5,5,5,上下班,,,,EV,最满意的就是外观和性价比，很符合现在现在年轻人的消费观，国家补贴足，实际到手不算太贵，但是享受到的缺失科技感十足，十分炫酷的感觉，而且车辆用起来很省，用电肯定要比烧油省的不是一个档次，而且不容易出出小毛病,最不满意的就是空间，车辆的前排座椅还算不错，但是后备箱和后排座椅偏小，一家五口出行有点不够用
2016款 秦EV300 旗舰型,北京,2016年10月,26.88,5,5,5,5,5,5,4,5,上下班,,,,EV,对于电动车最满意的就是这款车的外观了，市面上的电动车大都外形是仿以前的已经有的车型或者是设计让人感到十分low，但是这款车的外观十分霸气，车辆流线型很好又不缺乏肌肉感，辨识度很高，轮毂霸气厚重，前脸和尾灯设计也很有时尚感，看起来十分养眼,最不满意的是内饰的做工，没有想象中的精细，用料还算厚道，但是做工有点毛躁，看起来不是很高大上
